"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 19 11:41:11 GMT 2023","Sun Nov 19 11:41:14 GMT 2023","3577","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Sun Nov 19 11:41:16 GMT 2023","Sun Nov 19 11:41:18 GMT 2023","1759","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:41:15 GMT 2023","Sun Nov 19 11:41:17 GMT 2023","2109","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:41:13 GMT 2023","Sun Nov 19 11:41:15 GMT 2023","2434","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"broken","Sun Nov 19 11:41:14 GMT 2023","Sun Nov 19 11:41:41 GMT 2023","27069","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Sun Nov 19 11:41:13 GMT 2023","Sun Nov 19 11:41:17 GMT 2023","3681","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 11:41:19 GMT 2023","Sun Nov 19 11:41:23 GMT 2023","3660","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 11:41:17 GMT 2023","Sun Nov 19 11:41:19 GMT 2023","1876","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 11:41:02 GMT 2023","Sun Nov 19 11:41:09 GMT 2023","7387","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"skipped","Sun Nov 19 11:41:41 GMT 2023","Sun Nov 19 11:41:41 GMT 2023","136","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Sun Nov 19 11:41:14 GMT 2023","Sun Nov 19 11:41:17 GMT 2023","2472","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Sun Nov 19 11:41:13 GMT 2023","Sun Nov 19 11:41:16 GMT 2023","3562","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:41:09 GMT 2023","Sun Nov 19 11:41:13 GMT 2023","3725","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:41:09 GMT 2023","Sun Nov 19 11:41:13 GMT 2023","4235","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:41:02 GMT 2023","Sun Nov 19 11:41:09 GMT 2023","6927","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:41:02 GMT 2023","Sun Nov 19 11:41:11 GMT 2023","9197","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Sun Nov 19 11:41:02 GMT 2023","Sun Nov 19 11:41:57 GMT 2023","55241","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Sun Nov 19 11:41:11 GMT 2023","Sun Nov 19 11:41:14 GMT 2023","2268","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
