"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 20 19:15:08 GMT 2023","Mon Nov 20 19:15:10 GMT 2023","2174","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 19:15:06 GMT 2023","Mon Nov 20 19:15:08 GMT 2023","2688","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Mon Nov 20 19:14:51 GMT 2023","Mon Nov 20 19:15:01 GMT 2023","9828","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Mon Nov 20 19:15:03 GMT 2023","Mon Nov 20 19:15:06 GMT 2023","2851","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 19:14:51 GMT 2023","Mon Nov 20 19:14:58 GMT 2023","7543","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 19:15:03 GMT 2023","Mon Nov 20 19:15:07 GMT 2023","4230","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 19:14:51 GMT 2023","Mon Nov 20 19:14:58 GMT 2023","7439","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 19:15:01 GMT 2023","Mon Nov 20 19:15:06 GMT 2023","4834","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Mon Nov 20 19:14:58 GMT 2023","Mon Nov 20 19:15:03 GMT 2023","4725","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 19:15:04 GMT 2023","Mon Nov 20 19:15:07 GMT 2023","2582","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Mon Nov 20 19:14:58 GMT 2023","Mon Nov 20 19:15:03 GMT 2023","4845","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 19:15:03 GMT 2023","Mon Nov 20 19:15:08 GMT 2023","4431","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 19:15:09 GMT 2023","Mon Nov 20 19:15:14 GMT 2023","4402","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 19:15:07 GMT 2023","Mon Nov 20 19:15:09 GMT 2023","2334","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 19:15:01 GMT 2023","Mon Nov 20 19:15:04 GMT 2023","3618","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Mon Nov 20 19:15:06 GMT 2023","Mon Nov 20 19:15:08 GMT 2023","2305","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 19:15:08 GMT 2023","Mon Nov 20 19:15:11 GMT 2023","2450","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Mon Nov 20 19:14:51 GMT 2023","Mon Nov 20 19:15:51 GMT 2023","60197","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
