"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 19 11:32:02 GMT 2023","Sun Nov 19 11:32:04 GMT 2023","2216","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Sun Nov 19 11:32:04 GMT 2023","Sun Nov 19 11:32:06 GMT 2023","2238","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"failed","Sun Nov 19 11:32:04 GMT 2023","Sun Nov 19 11:32:10 GMT 2023","5422","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Sun Nov 19 11:31:58 GMT 2023","Sun Nov 19 11:32:02 GMT 2023","4046","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Sun Nov 19 11:32:01 GMT 2023","Sun Nov 19 11:32:03 GMT 2023","2624","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:31:48 GMT 2023","Sun Nov 19 11:31:56 GMT 2023","7568","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:31:48 GMT 2023","Sun Nov 19 11:31:58 GMT 2023","9599","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Sun Nov 19 11:31:48 GMT 2023","Sun Nov 19 11:32:45 GMT 2023","56805","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Sun Nov 19 11:32:01 GMT 2023","Sun Nov 19 11:32:05 GMT 2023","4168","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:32:00 GMT 2023","Sun Nov 19 11:32:04 GMT 2023","4032","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 11:32:06 GMT 2023","Sun Nov 19 11:32:10 GMT 2023","3985","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 11:32:03 GMT 2023","Sun Nov 19 11:32:06 GMT 2023","2094","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:31:57 GMT 2023","Sun Nov 19 11:32:01 GMT 2023","4162","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:31:56 GMT 2023","Sun Nov 19 11:32:01 GMT 2023","4703","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:32:01 GMT 2023","Sun Nov 19 11:32:04 GMT 2023","3073","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Sun Nov 19 11:32:05 GMT 2023","Sun Nov 19 11:32:07 GMT 2023","1895","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:31:59 GMT 2023","Sun Nov 19 11:32:01 GMT 2023","2535","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Sun Nov 19 11:31:49 GMT 2023","Sun Nov 19 11:31:57 GMT 2023","7947","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
