"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 20 09:48:15 GMT 2023","Mon Nov 20 09:48:18 GMT 2023","2468","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 09:48:10 GMT 2023","Mon Nov 20 09:48:14 GMT 2023","4096","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 09:48:10 GMT 2023","Mon Nov 20 09:48:13 GMT 2023","2662","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Mon Nov 20 09:48:06 GMT 2023","Mon Nov 20 09:48:10 GMT 2023","4032","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 09:47:59 GMT 2023","Mon Nov 20 09:48:06 GMT 2023","7561","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 09:48:13 GMT 2023","Mon Nov 20 09:48:15 GMT 2023","2554","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Mon Nov 20 09:48:18 GMT 2023","Mon Nov 20 09:48:22 GMT 2023","4290","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 09:47:58 GMT 2023","Mon Nov 20 09:48:09 GMT 2023","10254","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Mon Nov 20 09:48:06 GMT 2023","Mon Nov 20 09:48:11 GMT 2023","4439","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 09:48:14 GMT 2023","Mon Nov 20 09:48:16 GMT 2023","1978","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 09:48:14 GMT 2023","Mon Nov 20 09:48:16 GMT 2023","2325","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 09:47:58 GMT 2023","Mon Nov 20 09:48:58 GMT 2023","60017","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Mon Nov 20 09:47:58 GMT 2023","Mon Nov 20 09:48:06 GMT 2023","7783","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 09:48:11 GMT 2023","Mon Nov 20 09:48:15 GMT 2023","4066","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 09:48:11 GMT 2023","Mon Nov 20 09:48:14 GMT 2023","2941","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 09:48:09 GMT 2023","Mon Nov 20 09:48:12 GMT 2023","3584","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Mon Nov 20 09:48:15 GMT 2023","Mon Nov 20 09:48:18 GMT 2023","2476","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Mon Nov 20 09:48:12 GMT 2023","Mon Nov 20 09:48:15 GMT 2023","2581","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
