"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Nov 19 12:21:26 GMT 2023","Sun Nov 19 12:21:28 GMT 2023","2440","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Sun Nov 19 12:21:34 GMT 2023","Sun Nov 19 12:21:37 GMT 2023","2467","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 12:21:24 GMT 2023","Sun Nov 19 12:21:29 GMT 2023","4943","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:21:37 GMT 2023","Sun Nov 19 12:21:41 GMT 2023","4074","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"skipped","Sun Nov 19 12:21:28 GMT 2023","Sun Nov 19 12:21:29 GMT 2023","180","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Sun Nov 19 12:21:16 GMT 2023","Sun Nov 19 12:21:24 GMT 2023","7319","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 12:21:16 GMT 2023","Sun Nov 19 12:21:24 GMT 2023","7710","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:21:29 GMT 2023","Sun Nov 19 12:21:32 GMT 2023","2788","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:21:16 GMT 2023","Sun Nov 19 12:21:26 GMT 2023","9714","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Sun Nov 19 12:21:16 GMT 2023","Sun Nov 19 12:22:16 GMT 2023","59494","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Sun Nov 19 12:21:32 GMT 2023","Sun Nov 19 12:21:34 GMT 2023","2160","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:21:24 GMT 2023","Sun Nov 19 12:21:28 GMT 2023","4522","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 12:21:28 GMT 2023","Sun Nov 19 12:21:32 GMT 2023","3938","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"skipped","Sun Nov 19 12:21:32 GMT 2023","Sun Nov 19 12:21:32 GMT 2023","124","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Sun Nov 19 12:21:30 GMT 2023","Sun Nov 19 12:21:34 GMT 2023","4383","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"broken","Sun Nov 19 12:21:30 GMT 2023","Sun Nov 19 12:21:32 GMT 2023","1511","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Sun Nov 19 12:21:27 GMT 2023","Sun Nov 19 12:21:30 GMT 2023","2939","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Sun Nov 19 12:21:32 GMT 2023","Sun Nov 19 12:21:34 GMT 2023","2234","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
