"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 21 20:39:20 GMT 2023","Tue Nov 21 20:39:21 GMT 2023","1450","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 20:39:15 GMT 2023","Tue Nov 21 20:39:18 GMT 2023","3059","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 20:39:21 GMT 2023","Tue Nov 21 20:39:22 GMT 2023","1311","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 20:39:15 GMT 2023","Tue Nov 21 20:39:18 GMT 2023","3079","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 20:39:15 GMT 2023","Tue Nov 21 20:39:16 GMT 2023","1484","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Tue Nov 21 20:39:15 GMT 2023","Tue Nov 21 20:39:17 GMT 2023","1470","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Tue Nov 21 20:39:08 GMT 2023","Tue Nov 21 20:39:15 GMT 2023","7137","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 20:39:18 GMT 2023","Tue Nov 21 20:39:21 GMT 2023","2920","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 20:39:17 GMT 2023","Tue Nov 21 20:39:18 GMT 2023","1407","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Tue Nov 21 20:39:23 GMT 2023","Tue Nov 21 20:39:27 GMT 2023","3411","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 20:39:08 GMT 2023","Tue Nov 21 20:39:15 GMT 2023","6998","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Tue Nov 21 20:39:08 GMT 2023","Tue Nov 21 20:39:15 GMT 2023","7228","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 20:39:16 GMT 2023","Tue Nov 21 20:39:19 GMT 2023","2044","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Tue Nov 21 20:39:18 GMT 2023","Tue Nov 21 20:39:20 GMT 2023","1395","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 20:39:08 GMT 2023","Tue Nov 21 20:39:59 GMT 2023","51145","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Tue Nov 21 20:39:22 GMT 2023","Tue Nov 21 20:39:23 GMT 2023","1494","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 20:39:18 GMT 2023","Tue Nov 21 20:39:22 GMT 2023","3409","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 20:39:18 GMT 2023","Tue Nov 21 20:39:20 GMT 2023","1752","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
