"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 21 07:40:49 GMT 2023","Tue Nov 21 07:40:54 GMT 2023","4248","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 07:40:46 GMT 2023","Tue Nov 21 07:40:51 GMT 2023","4400","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Tue Nov 21 07:40:54 GMT 2023","Tue Nov 21 07:40:56 GMT 2023","2310","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 07:40:51 GMT 2023","Tue Nov 21 07:40:54 GMT 2023","3006","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Tue Nov 21 07:40:49 GMT 2023","Tue Nov 21 07:40:54 GMT 2023","4542","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 07:40:44 GMT 2023","Tue Nov 21 07:40:49 GMT 2023","4857","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 07:40:54 GMT 2023","Tue Nov 21 07:40:57 GMT 2023","2831","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 07:40:49 GMT 2023","Tue Nov 21 07:40:52 GMT 2023","2788","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 07:40:57 GMT 2023","Tue Nov 21 07:41:01 GMT 2023","4519","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 07:40:55 GMT 2023","Tue Nov 21 07:40:58 GMT 2023","3191","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Tue Nov 21 07:40:34 GMT 2023","Tue Nov 21 07:41:37 GMT 2023","63741","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Tue Nov 21 07:40:48 GMT 2023","Tue Nov 21 07:40:52 GMT 2023","4150","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Tue Nov 21 07:40:34 GMT 2023","Tue Nov 21 07:40:44 GMT 2023","10929","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 07:40:34 GMT 2023","Tue Nov 21 07:40:46 GMT 2023","12638","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Tue Nov 21 07:40:52 GMT 2023","Tue Nov 21 07:40:55 GMT 2023","3238","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Tue Nov 21 07:40:34 GMT 2023","Tue Nov 21 07:40:44 GMT 2023","10086","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 07:40:52 GMT 2023","Tue Nov 21 07:40:54 GMT 2023","2194","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 07:40:44 GMT 2023","Tue Nov 21 07:40:49 GMT 2023","5602","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
