"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 21 18:52:44 GMT 2023","Tue Nov 21 18:52:51 GMT 2023","6179","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 18:52:55 GMT 2023","Tue Nov 21 18:52:56 GMT 2023","1470","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 18:52:58 GMT 2023","Tue Nov 21 18:52:59 GMT 2023","1411","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 18:52:53 GMT 2023","Tue Nov 21 18:52:56 GMT 2023","2823","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 18:52:44 GMT 2023","Tue Nov 21 18:53:34 GMT 2023","49585","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Tue Nov 21 18:52:52 GMT 2023","Tue Nov 21 18:52:54 GMT 2023","1940","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Tue Nov 21 18:52:51 GMT 2023","Tue Nov 21 18:52:52 GMT 2023","1382","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Tue Nov 21 18:52:54 GMT 2023","Tue Nov 21 18:52:55 GMT 2023","1673","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Tue Nov 21 18:52:51 GMT 2023","Tue Nov 21 18:52:53 GMT 2023","2799","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 18:52:55 GMT 2023","Tue Nov 21 18:52:58 GMT 2023","3241","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 18:52:56 GMT 2023","Tue Nov 21 18:52:58 GMT 2023","1463","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 18:52:50 GMT 2023","Tue Nov 21 18:52:52 GMT 2023","1636","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Tue Nov 21 18:52:56 GMT 2023","Tue Nov 21 18:52:58 GMT 2023","1426","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Tue Nov 21 18:52:44 GMT 2023","Tue Nov 21 18:52:52 GMT 2023","7228","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 18:52:59 GMT 2023","Tue Nov 21 18:53:03 GMT 2023","3346","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Tue Nov 21 18:52:52 GMT 2023","Tue Nov 21 18:52:55 GMT 2023","3026","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Tue Nov 21 18:52:52 GMT 2023","Tue Nov 21 18:52:54 GMT 2023","1376","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Tue Nov 21 18:52:44 GMT 2023","Tue Nov 21 18:52:50 GMT 2023","5891","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
