"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 19 13:21:51 GMT 2023","Sun Nov 19 13:21:56 GMT 2023","4477","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 13:21:44 GMT 2023","Sun Nov 19 13:21:47 GMT 2023","2801","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 13:21:47 GMT 2023","Sun Nov 19 13:21:49 GMT 2023","2380","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 13:21:44 GMT 2023","Sun Nov 19 13:21:49 GMT 2023","4737","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 13:21:31 GMT 2023","Sun Nov 19 13:21:40 GMT 2023","8800","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 13:21:49 GMT 2023","Sun Nov 19 13:21:51 GMT 2023","2182","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 13:21:43 GMT 2023","Sun Nov 19 13:21:49 GMT 2023","6110","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Sun Nov 19 13:21:50 GMT 2023","Sun Nov 19 13:21:53 GMT 2023","3676","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Sun Nov 19 13:21:31 GMT 2023","Sun Nov 19 13:21:39 GMT 2023","8254","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 13:21:31 GMT 2023","Sun Nov 19 13:21:43 GMT 2023","12310","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Sun Nov 19 13:21:45 GMT 2023","Sun Nov 19 13:21:50 GMT 2023","4570","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Sun Nov 19 13:21:31 GMT 2023","Sun Nov 19 13:22:31 GMT 2023","59708","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Sun Nov 19 13:21:48 GMT 2023","Sun Nov 19 13:21:50 GMT 2023","1793","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 13:21:39 GMT 2023","Sun Nov 19 13:21:44 GMT 2023","4399","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 13:21:44 GMT 2023","Sun Nov 19 13:21:48 GMT 2023","4084","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 13:21:53 GMT 2023","Sun Nov 19 13:21:57 GMT 2023","3475","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Sun Nov 19 13:21:49 GMT 2023","Sun Nov 19 13:21:54 GMT 2023","4323","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Sun Nov 19 13:21:40 GMT 2023","Sun Nov 19 13:21:44 GMT 2023","4352","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
