"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 19 12:29:53 GMT 2023","Sun Nov 19 12:30:01 GMT 2023","7658","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 12:30:01 GMT 2023","Sun Nov 19 12:30:05 GMT 2023","3843","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 12:30:09 GMT 2023","Sun Nov 19 12:30:11 GMT 2023","1977","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"skipped","Sun Nov 19 12:30:08 GMT 2023","Sun Nov 19 12:30:08 GMT 2023","212","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Sun Nov 19 12:30:12 GMT 2023","Sun Nov 19 12:30:16 GMT 2023","4185","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 12:30:01 GMT 2023","Sun Nov 19 12:30:05 GMT 2023","4404","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:30:10 GMT 2023","Sun Nov 19 12:30:12 GMT 2023","2390","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"skipped","Sun Nov 19 12:30:08 GMT 2023","Sun Nov 19 12:30:08 GMT 2023","204","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"broken","Sun Nov 19 12:30:07 GMT 2023","Sun Nov 19 12:30:08 GMT 2023","438","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","prepareCarBrandForTest","prepareCarBrandForTest",""
"passed","Sun Nov 19 12:29:53 GMT 2023","Sun Nov 19 12:30:54 GMT 2023","60865","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Sun Nov 19 12:30:05 GMT 2023","Sun Nov 19 12:30:08 GMT 2023","2590","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"skipped","Sun Nov 19 12:30:08 GMT 2023","Sun Nov 19 12:30:08 GMT 2023","204","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Sun Nov 19 12:29:53 GMT 2023","Sun Nov 19 12:30:01 GMT 2023","7859","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:30:05 GMT 2023","Sun Nov 19 12:30:10 GMT 2023","4257","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 12:30:05 GMT 2023","Sun Nov 19 12:30:09 GMT 2023","3920","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"skipped","Sun Nov 19 12:30:08 GMT 2023","Sun Nov 19 12:30:08 GMT 2023","232","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"skipped","Sun Nov 19 12:30:08 GMT 2023","Sun Nov 19 12:30:08 GMT 2023","246","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"broken","Sun Nov 19 12:29:53 GMT 2023","Sun Nov 19 12:30:08 GMT 2023","14651","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Sun Nov 19 12:30:08 GMT 2023","Sun Nov 19 12:30:10 GMT 2023","2166","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
