"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 19 12:54:25 GMT 2023","Sun Nov 19 12:54:29 GMT 2023","3848","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 12:54:24 GMT 2023","Sun Nov 19 12:54:27 GMT 2023","3535","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Sun Nov 19 12:54:14 GMT 2023","Sun Nov 19 12:54:21 GMT 2023","7026","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 12:54:28 GMT 2023","Sun Nov 19 12:54:30 GMT 2023","1969","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 12:54:14 GMT 2023","Sun Nov 19 12:54:21 GMT 2023","7841","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:54:14 GMT 2023","Sun Nov 19 12:54:23 GMT 2023","9809","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Sun Nov 19 12:54:28 GMT 2023","Sun Nov 19 12:54:31 GMT 2023","2210","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:54:14 GMT 2023","Sun Nov 19 12:55:09 GMT 2023","55826","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Sun Nov 19 12:54:24 GMT 2023","Sun Nov 19 12:54:28 GMT 2023","3435","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 12:54:22 GMT 2023","Sun Nov 19 12:54:26 GMT 2023","4312","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:54:31 GMT 2023","Sun Nov 19 12:54:35 GMT 2023","4000","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 12:54:26 GMT 2023","Sun Nov 19 12:54:28 GMT 2023","2607","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 12:54:27 GMT 2023","Sun Nov 19 12:54:29 GMT 2023","1943","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Sun Nov 19 12:54:23 GMT 2023","Sun Nov 19 12:54:27 GMT 2023","3735","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Sun Nov 19 12:54:30 GMT 2023","Sun Nov 19 12:54:33 GMT 2023","2432","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Sun Nov 19 12:54:27 GMT 2023","Sun Nov 19 12:54:30 GMT 2023","2758","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Sun Nov 19 12:54:29 GMT 2023","Sun Nov 19 12:54:31 GMT 2023","2219","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 12:54:21 GMT 2023","Sun Nov 19 12:54:24 GMT 2023","3703","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
