"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 19 13:15:19 GMT 2023","Sun Nov 19 13:15:23 GMT 2023","3672","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 13:15:06 GMT 2023","Sun Nov 19 13:15:14 GMT 2023","8291","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 13:15:18 GMT 2023","Sun Nov 19 13:15:22 GMT 2023","4072","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 13:15:06 GMT 2023","Sun Nov 19 13:15:15 GMT 2023","8719","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 13:15:25 GMT 2023","Sun Nov 19 13:15:29 GMT 2023","4068","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 13:15:22 GMT 2023","Sun Nov 19 13:15:24 GMT 2023","1790","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 13:15:15 GMT 2023","Sun Nov 19 13:15:22 GMT 2023","6363","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Sun Nov 19 13:15:19 GMT 2023","Sun Nov 19 13:15:23 GMT 2023","4274","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 13:15:17 GMT 2023","Sun Nov 19 13:15:22 GMT 2023","5096","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Sun Nov 19 13:15:15 GMT 2023","Sun Nov 19 13:15:19 GMT 2023","4121","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 13:15:23 GMT 2023","Sun Nov 19 13:15:25 GMT 2023","2052","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 13:15:22 GMT 2023","Sun Nov 19 13:15:27 GMT 2023","5340","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Sun Nov 19 13:15:06 GMT 2023","Sun Nov 19 13:15:15 GMT 2023","9255","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Sun Nov 19 13:15:23 GMT 2023","Sun Nov 19 13:15:27 GMT 2023","4139","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 13:15:15 GMT 2023","Sun Nov 19 13:15:18 GMT 2023","3771","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 13:15:06 GMT 2023","Sun Nov 19 13:16:03 GMT 2023","56988","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Sun Nov 19 13:15:22 GMT 2023","Sun Nov 19 13:15:26 GMT 2023","4106","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Sun Nov 19 13:15:27 GMT 2023","Sun Nov 19 13:15:31 GMT 2023","4094","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
