"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 19 11:51:09 GMT 2023","Sun Nov 19 11:51:10 GMT 2023","1592","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:51:02 GMT 2023","Sun Nov 19 11:51:05 GMT 2023","2880","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"failed","Sun Nov 19 11:51:09 GMT 2023","Sun Nov 19 11:51:15 GMT 2023","5389","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Sun Nov 19 11:51:07 GMT 2023","Sun Nov 19 11:51:09 GMT 2023","2065","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:50:53 GMT 2023","Sun Nov 19 11:51:02 GMT 2023","8880","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Sun Nov 19 11:51:05 GMT 2023","Sun Nov 19 11:51:07 GMT 2023","1927","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Sun Nov 19 11:51:05 GMT 2023","Sun Nov 19 11:51:09 GMT 2023","3493","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:50:53 GMT 2023","Sun Nov 19 11:51:02 GMT 2023","8483","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:51:03 GMT 2023","Sun Nov 19 11:51:07 GMT 2023","3813","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:51:06 GMT 2023","Sun Nov 19 11:51:09 GMT 2023","3246","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Sun Nov 19 11:51:09 GMT 2023","Sun Nov 19 11:51:11 GMT 2023","1765","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:51:02 GMT 2023","Sun Nov 19 11:51:05 GMT 2023","3387","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Sun Nov 19 11:50:53 GMT 2023","Sun Nov 19 11:51:46 GMT 2023","52862","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Sun Nov 19 11:51:03 GMT 2023","Sun Nov 19 11:51:06 GMT 2023","2535","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Sun Nov 19 11:50:53 GMT 2023","Sun Nov 19 11:51:03 GMT 2023","10254","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Sun Nov 19 11:51:10 GMT 2023","Sun Nov 19 11:51:12 GMT 2023","1879","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 11:51:06 GMT 2023","Sun Nov 19 11:51:10 GMT 2023","3449","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Sun Nov 19 11:51:12 GMT 2023","Sun Nov 19 11:51:15 GMT 2023","3659","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
