"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 20 09:54:53 GMT 2023","Mon Nov 20 09:55:01 GMT 2023","7788","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 09:55:09 GMT 2023","Mon Nov 20 09:55:11 GMT 2023","2144","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 09:55:07 GMT 2023","Mon Nov 20 09:55:11 GMT 2023","3756","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","addingCarModelTest","addingCarModelTest",""
"passed","Mon Nov 20 09:55:12 GMT 2023","Mon Nov 20 09:55:16 GMT 2023","4256","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","deleteCarBrandTest","deleteCarBrandTest",""
"passed","Mon Nov 20 09:54:53 GMT 2023","Mon Nov 20 09:55:01 GMT 2023","7757","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 09:55:09 GMT 2023","Mon Nov 20 09:55:11 GMT 2023","1770","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 09:55:11 GMT 2023","Mon Nov 20 09:55:14 GMT 2023","3263","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","editCarModelTest","editCarModelTest",""
"passed","Mon Nov 20 09:55:11 GMT 2023","Mon Nov 20 09:55:13 GMT 2023","2175","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 09:54:53 GMT 2023","Mon Nov 20 09:55:06 GMT 2023","12409","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","addingCarBrandTest","addingCarBrandTest",""
"passed","Mon Nov 20 09:55:06 GMT 2023","Mon Nov 20 09:55:11 GMT 2023","4674","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 09:54:53 GMT 2023","Mon Nov 20 09:55:50 GMT 2023","57301","test suite","e2e tests","testngtests.AdminPanelTest","testngtests.AdminPanelTest","adminPanelTest","adminPanelTest",""
"passed","Mon Nov 20 09:55:01 GMT 2023","Mon Nov 20 09:55:06 GMT 2023","4507","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 09:55:05 GMT 2023","Mon Nov 20 09:55:09 GMT 2023","3932","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
"passed","Mon Nov 20 09:55:14 GMT 2023","Mon Nov 20 09:55:17 GMT 2023","3097","test suite","e2e tests","testngtests.CarModelTest","testngtests.CarModelTest","deleteCarModelTest","deleteCarModelTest",""
"passed","Mon Nov 20 09:55:13 GMT 2023","Mon Nov 20 09:55:17 GMT 2023","4055","test suite","e2e tests","testngtests.ChangingPasswordTest","testngtests.ChangingPasswordTest","changingPasswordTest","changingPasswordTest",""
"passed","Mon Nov 20 09:55:06 GMT 2023","Mon Nov 20 09:55:09 GMT 2023","2844","test suite","e2e tests","testngtests.RegistrationTest","testngtests.RegistrationTest","registrationTest","registrationTest",""
"passed","Mon Nov 20 09:55:06 GMT 2023","Mon Nov 20 09:55:12 GMT 2023","6043","test suite","e2e tests","testngtests.CarBrandTest","testngtests.CarBrandTest","editCarBrandTest","editCarBrandTest",""
"passed","Mon Nov 20 09:55:01 GMT 2023","Mon Nov 20 09:55:05 GMT 2023","3969","test suite","e2e tests","testngtests.LoginTest","testngtests.LoginTest","loginTest","loginTest",""
